"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000186522.15",2337.5206501992,1.09338392222263,0.0946537051970691,11.5514117481847,7.26176842579869e-31,1.39549797888023e-28,"SEPTIN10"
"ENSG00000186577.14",3388.78747406188,-1.18728553038064,0.102874596753994,-11.5410953514579,8.18759065574727e-31,1.56131055658442e-28,"SMIM29"
"ENSG00000066422.5",1122.73677784386,1.08009860889297,0.0937730041937771,11.5182255082817,1.06787521516998e-30,2.01160091406936e-28,"ZBTB11"
"ENSG00000197121.15",1717.24762207174,1.80593754625271,0.156793125375406,11.5179638260848,1.07112271342136e-30,2.01160091406936e-28,"PGAP1"
"ENSG00000196544.8",447.520935872667,-1.15750429900037,0.100501588687331,-11.5172736482949,1.07973497811605e-30,2.01252857951104e-28,"BORCS6"
"ENSG00000141971.13",2962.7118725237,-1.1580334995548,0.100555278642673,-11.5163869583607,1.09090033341176e-30,2.01816561681176e-28,"MVB12A"
"ENSG00000145734.19",1764.34132196085,1.21573162697693,0.105671750590667,11.5047930992099,1.24788245971366e-30,2.29148193898531e-28,"BDP1"
"ENSG00000101972.19",5130.32503908665,1.09854985641763,0.0955211347654451,11.5005947020536,1.3100962829166e-30,2.38803579805165e-28,"STAG2"
"ENSG00000156876.10",309.45773577659,1.29913644995738,0.113424416188412,11.4537636041199,2.25153044183165e-30,4.07411968270121e-28,"SASS6"
"ENSG00000144161.13",549.705492081706,1.08066064952232,0.0943609342688188,11.452415747005,2.28682242179461e-30,4.10799477074553e-28,"ZC3H8"
"ENSG00000116001.17",2536.40762762796,1.15707397635134,0.101054339663607,11.4500176855644,2.35097544095538e-30,4.19285476124344e-28,"TIA1"
"ENSG00000099785.10",2139.50868178363,-1.26605048487642,0.110626895016217,-11.4443281147033,2.51041867324181e-30,4.44523420783318e-28,"MARCHF2"
"ENSG00000185825.17",20947.9629701445,-1.05275961290255,0.0920000722674329,-11.4430302820014,2.54826634559117e-30,4.48024983739044e-28,"BCAP31"
"ENSG00000086504.17",4186.82830378013,-1.02568994354657,0.0899439527129114,-11.4036565284209,4.0091892747983e-30,6.99914099452464e-28,"MRPL28"
