"","sample","ENSG00000115419_logTPM","group"
"341","TCGA-GF-A4EO-06A-12R-A24X-07",4.82737700455601,"Middle"
"342","TCGA-D3-A1Q4-06A-11R-A18T-07",5.43714449385984,"Middle"
"343","TCGA-W3-A824-06A-21R-A352-07",4.92783957895306,"Middle"
"344","TCGA-D3-A2JP-06A-11R-A18S-07",4.6351216952041,"Low"
"345","TCGA-EE-A29D-06A-11R-A18T-07",5.471216730278,"Middle"
"346","TCGA-EB-A44Q-06A-11R-A266-07",5.99717270505459,"High"
"347","TCGA-D9-A1X3-06A-11R-A18S-07",5.85148920800308,"High"
"348","TCGA-ER-A19S-06A-11R-A18U-07",5.53825568062181,"Middle"
"349","TCGA-D9-A1JX-06A-11R-A18S-07",6.05145258758885,"High"
"350","TCGA-FS-A1ZG-06A-11R-A18T-07",5.01850955294622,"Middle"
"351","TCGA-EE-A3AG-06A-31R-A18S-07",5.37748472486167,"Middle"
"352","TCGA-FR-A729-06A-11R-A352-07",5.74900321526125,"Middle"
"353","TCGA-YG-AA3P-06A-11R-A38C-07",5.08853597686951,"Middle"
"354","TCGA-EE-A29P-06A-11R-A18T-07",4.68068442299448,"Low"
"355","TCGA-WE-A8ZM-06A-11R-A37K-07",6.00426991324631,"High"
"356","TCGA-EE-A20B-06A-11R-A18U-07",5.17835611359927,"Middle"
"357","TCGA-ER-A19P-06A-11R-A18S-07",5.09532528187702,"Middle"
"358","TCGA-D9-A6EG-06A-12R-A32P-07",6.05702996646383,"High"
"359","TCGA-D3-A3C3-06A-12R-A18S-07",6.09868272858161,"High"
"360","TCGA-D9-A6EA-06A-11R-A311-07",5.66057784631484,"Middle"
"361","TCGA-FR-A69P-06A-21R-A311-07",7.17715040915016,"High"
"362","TCGA-ER-A19J-06A-11R-A18S-07",5.93015067998812,"High"
"363","TCGA-YD-A9TA-06A-11R-A39D-07",5.69820458471529,"Middle"
"364","TCGA-D3-A8GO-06A-11R-A37K-07",3.6789282510906,"Low"
"365","TCGA-D3-A3C6-06A-12R-A18U-07",5.25109037984025,"Middle"
"366","TCGA-EE-A2MD-06A-11R-A18T-07",5.63454390001716,"Middle"
"367","TCGA-EE-A2MQ-06A-11R-A18S-07",6.06514574707788,"High"
"368","TCGA-EB-A5UN-06A-11R-A311-07",5.88135872379922,"High"
