"","sample","ENSG00000115419_logTPM","group"
"340","TCGA-D3-A5GT-01A-12R-A311-07",4.10720242621106,"Low"
"341","TCGA-DA-A1HY-06A-11R-A18T-07",6.0091567891713,"High"
"342","TCGA-EE-A2MM-06A-11R-A18S-07",5.48355461776573,"Middle"
"343","TCGA-ER-A19T-01A-11R-A18T-07",4.38013374290341,"Low"
"344","TCGA-ER-A19O-06A-11R-A18S-07",3.95213783864975,"Low"
"345","TCGA-EE-A20I-06A-11R-A18U-07",5.70540844988977,"High"
"346","TCGA-FS-A1Z0-06A-11R-A18T-07",5.75823121116668,"High"
"347","TCGA-FS-A1ZH-06A-11R-A18T-07",5.08474462086847,"Middle"
"348","TCGA-D3-A1Q8-06A-11R-A18T-07",5.62261999758485,"Middle"
"349","TCGA-ER-A19W-06A-41R-A239-07",5.93420273555169,"High"
"350","TCGA-EB-A6L9-06A-11R-A32P-07",2.72027846523333,"Low"
"351","TCGA-D3-A8GJ-06A-11R-A37K-07",4.98246886290788,"Middle"
"352","TCGA-GF-A6C8-06A-12R-A311-07",6.55125760134391,"High"
"353","TCGA-W3-AA1O-06A-11R-A38C-07",6.11952426031222,"High"
"354","TCGA-FS-A1Z7-06A-11R-A18T-07",5.26635179305497,"Middle"
"355","TCGA-D9-A6E9-06A-12R-A311-07",3.94754460251445,"Low"
"356","TCGA-D9-A149-06A-11R-A18S-07",5.2389817019566,"Middle"
"357","TCGA-FW-A3TV-06A-11R-A239-07",5.25905399448194,"Middle"
"358","TCGA-D3-A2JO-06A-11R-A18S-07",6.57381378832443,"High"
"359","TCGA-FS-A4F9-06A-11R-A24X-07",5.14189050912319,"Middle"
"360","TCGA-EE-A2GP-06A-11R-A18S-07",6.57984388621158,"High"
"361","TCGA-EE-A3J8-06A-11R-A20F-07",6.35737781506735,"High"
"362","TCGA-GN-A4U7-06A-21R-A32P-07",4.1326837659342,"Low"
"363","TCGA-BF-A1PX-01A-12R-A18T-07",3.94583240453544,"Low"
"364","TCGA-BF-A9VF-01A-11R-A37K-07",4.37714457710774,"Low"
"365","TCGA-D3-A8GL-06A-11R-A37K-07",6.82998778613358,"High"
"366","TCGA-D3-A2JN-06A-11R-A18S-07",5.54645309742802,"Middle"
"367","TCGA-BF-A3DM-01A-11R-A20F-07",5.14984871416976,"Middle"
"368","TCGA-D3-A51R-06A-11R-A266-07",5.35912052235506,"Middle"
"369","TCGA-D3-A1Q5-06A-11R-A18T-07",5.49191080297719,"Middle"
"370","TCGA-EB-A1NK-01A-11R-A18T-07",3.45831637788899,"Low"
"371","TCGA-FS-A1ZE-06A-11R-A18T-07",5.66841984396107,"Middle"
"372","TCGA-D3-A51J-06A-11R-A266-07",5.24617243287858,"Middle"
"373","TCGA-GN-A266-06A-11R-A18T-07",5.64577369931773,"Middle"
"374","TCGA-W3-A825-06A-11R-A352-07",5.2166372276555,"Middle"
"375","TCGA-DA-A3F3-06A-11R-A20F-07",5.9230992511379,"High"
"376","TCGA-W3-AA1W-06A-11R-A38C-07",5.20581474917999,"Middle"
"377","TCGA-D3-A3C7-06A-11R-A18U-07",5.27199331928929,"Middle"
"378","TCGA-EE-A2MC-06A-12R-A18S-07",5.54226733747334,"Middle"
"379","TCGA-BF-A1PU-01A-11R-A18S-07",4.02901108665907,"Low"
"380","TCGA-D3-A8GM-06A-11R-A37K-07",5.54018229607242,"Middle"
"381","TCGA-D3-A8GV-06A-11R-A37K-07",5.04362447674704,"Middle"
"382","TCGA-FS-A1ZP-06A-11R-A18T-07",5.58016659393718,"Middle"
"383","TCGA-EB-A5SG-06A-11R-A311-07",4.41947821614739,"Low"
"384","TCGA-ER-A197-06A-32R-A18S-07",4.51634299498619,"Low"
"385","TCGA-EE-A2GE-06A-11R-A18T-07",4.95675830827726,"Middle"
"386","TCGA-EB-A4IQ-01A-12R-A266-07",5.12875530625703,"Middle"
"387","TCGA-EE-A3J4-06A-11R-A20F-07",5.8668585360677,"High"
"388","TCGA-DA-A3F5-06A-11R-A20F-07",5.6757905313881,"Middle"
"389","TCGA-FR-A8YC-06A-11R-A37K-07",4.56249888054401,"Middle"
"390","TCGA-D3-A2JC-06A-11R-A18T-07",5.87636959997278,"High"
"391","TCGA-EB-A24D-01A-11R-A18T-07",4.99574680322345,"Middle"
"392","TCGA-D3-A2JB-06A-11R-A18T-07",4.73626932582073,"Middle"
"393","TCGA-EE-A17Z-06A-11R-A18S-07",4.46923479366766,"Low"
"394","TCGA-D3-A1Q7-06A-11R-A18T-07",5.42368909154606,"Middle"
"395","TCGA-DA-A1I7-06A-22R-A18S-07",5.39399615493253,"Middle"
"396","TCGA-DA-A1I5-06A-11R-A18T-07",5.1355800148373,"Middle"
"397","TCGA-ER-A19H-06A-12R-A18S-07",5.59266931459915,"Middle"
"398","TCGA-D3-A51K-06A-11R-A266-07",2.30728279106001,"Low"
"399","TCGA-FR-A728-01A-11R-A32P-07",3.68443725919546,"Low"
"400","TCGA-EE-A2MG-06A-11R-A18T-07",5.69119634266883,"Middle"
"401","TCGA-WE-A8K4-01A-12R-A37K-07",5.35466019946892,"Middle"
"402","TCGA-EB-A85J-01A-12R-A352-07",4.41267992351859,"Low"
"403","TCGA-EB-A42Y-01A-12R-A24X-07",4.4235647254854,"Low"
"404","TCGA-BF-A5ES-01A-11R-A27Q-07",3.3980219501812,"Low"
"405","TCGA-FR-A2OS-01A-11R-A21D-07",6.54507412751886,"High"
"406","TCGA-OD-A75X-06A-12R-A32P-07",6.76389619822833,"High"
"407","TCGA-FR-A3YN-06A-11R-A239-07",5.30294776225595,"Middle"
"408","TCGA-WE-A8ZN-06A-11R-A37K-07",2.44794940991625,"Low"
"409","TCGA-WE-AAA3-06A-11R-A38C-07",4.67496338295277,"Middle"
"410","TCGA-EB-A5UL-06A-11R-A311-07",5.79203540630979,"High"
"411","TCGA-EB-A5SE-01A-11R-A311-07",5.79941633153713,"High"
"412","TCGA-D9-A4Z2-01A-11R-A24X-07",6.18367507674939,"High"
"413","TCGA-GF-A3OT-06A-23R-A239-07",5.3814391253168,"Middle"
"414","TCGA-ER-A19K-01A-21R-A18T-07",4.86043646072151,"Middle"
"415","TCGA-GN-A26C-01A-11R-A18T-07",5.16156525639703,"Middle"
"416","TCGA-D3-A1QB-06A-11R-A18T-07",3.83413475065417,"Low"
"417","TCGA-EB-A550-01A-61R-A27Q-07",5.08432368838904,"Middle"
"418","TCGA-D3-A1QA-06A-11R-A18T-07",5.84815469269627,"High"
"419","TCGA-EE-A29C-06A-21R-A18S-07",3.65398863946658,"Low"
"420","TCGA-EE-A29W-06A-11R-A18U-07",6.5982818239075,"High"
"421","TCGA-DA-A95X-06A-11R-A37K-07",5.54157059351631,"Middle"
"422","TCGA-FS-A1ZD-06A-11R-A18T-07",5.3550303639849,"Middle"
"423","TCGA-EE-A3J5-06A-11R-A20F-07",4.35301975685284,"Low"
"424","TCGA-EE-A2ME-06A-11R-A18T-07",5.96244953923852,"High"
"425","TCGA-QB-A6FS-06A-11R-A311-07",2.66086018053048,"Low"
"426","TCGA-EE-A29R-06A-11R-A18T-07",5.33632981047281,"Middle"
"427","TCGA-BF-A3DN-01A-11R-A20F-07",5.69538978076817,"Middle"
"428","TCGA-D3-A8GE-06A-11R-A37K-07",5.97247899066924,"High"
"429","TCGA-EB-A4P0-01A-41R-A266-07",4.57002568445779,"Middle"
"430","TCGA-D3-A2JK-06A-11R-A18S-07",2.39215253392312,"Low"
"431","TCGA-ER-A199-06A-11R-A18T-07",5.25268435291688,"Middle"
"432","TCGA-BF-AAOU-01A-12R-A39D-07",4.00054090922619,"Low"
"433","TCGA-D3-A2J9-06A-11R-A18T-07",5.76725752574664,"High"
"434","TCGA-EE-A2GB-06A-11R-A18T-07",5.9761023871205,"High"
"435","TCGA-BF-A3DL-01A-11R-A20F-07",3.79544488169312,"Low"
"436","TCGA-GF-A4EO-06A-12R-A24X-07",4.82737700455601,"Middle"
"437","TCGA-D3-A1Q4-06A-11R-A18T-07",5.43714449385984,"Middle"
"438","TCGA-W3-A824-06A-21R-A352-07",4.92783957895306,"Middle"
"439","TCGA-D3-A2JP-06A-11R-A18S-07",4.6351216952041,"Middle"
"440","TCGA-EB-A41A-01A-11R-A24X-07",5.08048712193704,"Middle"
"441","TCGA-EE-A29D-06A-11R-A18T-07",5.471216730278,"Middle"
"442","TCGA-EB-A42Z-01A-12R-A24X-07",5.37338720816059,"Middle"
"443","TCGA-EB-A44Q-06A-11R-A266-07",5.99717270505459,"High"
"444","TCGA-BF-A1PV-01A-11R-A18U-07",5.79861825030129,"High"
"445","TCGA-EB-A3XE-01A-12R-A239-07",3.76046581119032,"Low"
"446","TCGA-D9-A1X3-06A-11R-A18S-07",5.85148920800308,"High"
"447","TCGA-ER-A19S-06A-11R-A18U-07",5.53825568062181,"Middle"
"448","TCGA-D9-A1JX-06A-11R-A18S-07",6.05145258758885,"High"
"449","TCGA-FS-A1ZG-06A-11R-A18T-07",5.01850955294622,"Middle"
"450","TCGA-EE-A3AG-06A-31R-A18S-07",5.37748472486167,"Middle"
"451","TCGA-FR-A729-06A-11R-A352-07",5.74900321526125,"High"
"452","TCGA-YG-AA3P-06A-11R-A38C-07",5.08853597686951,"Middle"
"453","TCGA-EE-A29P-06A-11R-A18T-07",4.68068442299448,"Middle"
"454","TCGA-WE-A8ZM-06A-11R-A37K-07",6.00426991324631,"High"
"455","TCGA-EE-A20B-06A-11R-A18U-07",5.17835611359927,"Middle"
"456","TCGA-ER-A19P-06A-11R-A18S-07",5.09532528187702,"Middle"
"457","TCGA-D9-A6EG-06A-12R-A32P-07",6.05702996646383,"High"
"458","TCGA-D3-A3C3-06A-12R-A18S-07",6.09868272858161,"High"
"459","TCGA-D9-A6EA-06A-11R-A311-07",5.66057784631484,"Middle"
"460","TCGA-FR-A69P-06A-21R-A311-07",7.17715040915016,"High"
"461","TCGA-ER-A19J-06A-11R-A18S-07",5.93015067998812,"High"
"462","TCGA-YD-A9TA-06A-11R-A39D-07",5.69820458471529,"Middle"
"463","TCGA-EB-A3Y7-01A-11R-A239-07",1.55345880969909,"Low"
"464","TCGA-EB-A44O-01A-11R-A266-07",6.15224833075742,"High"
"465","TCGA-D3-A8GO-06A-11R-A37K-07",3.6789282510906,"Low"
"466","TCGA-EB-A430-01A-11R-A24X-07",4.54769659131696,"Low"
"467","TCGA-D3-A3C6-06A-12R-A18U-07",5.25109037984025,"Middle"
"468","TCGA-EE-A2MD-06A-11R-A18T-07",5.63454390001716,"Middle"
"469","TCGA-EE-A2MQ-06A-11R-A18S-07",6.06514574707788,"High"
"470","TCGA-EB-A41B-01A-11R-A24X-07",4.88827566689295,"Middle"
"471","TCGA-EB-A5UN-06A-11R-A311-07",5.88135872379922,"High"
